6	[Beugtachtete Person] [nicht dokumentiert]
6	[Adressatin Brief] [nicht dokumentiert]
6	VF [nicht dokumentiert]
6	Stecher
6	Sammler [nicht dokumentiert]
6	R... (Museumsleiter) [Verfasser] [nicht dokumentiert]
6	H.-J. (Dr., Berlin) [Verfasser] [nicht dokumentiert]
6	H. [Schreiber] [nicht dokumentiert]
6	Genannte Personen
6	G. [Schreiber] [nicht dokumentiert]
6	Fotografin
6	Festschrift
6	F. A. [Schreiber] [nicht dokumentiert]
6	E. [Verfasser] [nicht dokumentiert]
6	D. [nicht dokumentiert]
6	D. [Verfasser] [nicht dokumentiert]
6	A. von [Verfasser] [nicht dokumentiert]
6	... [Verfasserin] [nicht dokumentiert]
6	... [Bezugsperson] [nicht dokumentiert]
6	... (Dr.) [Verfasser] [nicht dokumentiert]
6	...  [Schreiber] [nicht dokumentiert]
5	y [nicht dokumentiert]
5	vff [nicht dokumentiert]
5	vermutlich Zeichnerin
5	ssr [nicht dokumentiert]
5	r [nicht dokumentiert]
5	e [Erw�hnte Person] [nicht dokumentiert]
5	ds [nicht dokumentiert]
5	d [Dokumentierte Person] [nicht dokumentiert]
5	cd [nicht dokumentiert]
5	[mutmasslich Resp.?] [nicht dokumentiert]
5	[im Auftrag von] [nicht dokumentiert]
5	[Zeichner Vorlage] [nicht dokumentiert]
5	[Widmungsverfasserin] [nicht dokumentiert]
5	[Widmungsempfängerin] [nicht dokumentiert]
5	[Vorbesitzerin] [nicht dokumentiert]
5	[Verleger]  [nicht dokumentiert]
5	[Verfasser Werke] [nicht dokumentiert]
5	[Verfasser Manuskript] [nicht dokumentiert]
5	[Verfasser Korrekturen] [nicht dokumentiert]
5	[Verfasser Druck] [nicht dokumentiert]
5	[Unbeteiligt?]  [nicht dokumentiert]
5	[Texter]  [nicht dokumentiert]
5	[Stecherin] [nicht dokumentiert]
5	[Sprecherin]  [nicht dokumentiert]
5	[Schenkungsvermerk]  [nicht dokumentiert]
5	[Rezensent] [nicht dokumentiert]
5	[Portrait Zeichnung] [nicht dokumentiert]
5	[Notizen]  [nicht dokumentiert]
5	[Künstler Exlibris] [nicht dokumentiert]
5	[Korrektur] [nicht dokumentiert]
5	[Grußverfasserin]  [nicht dokumentiert]
5	[Gesandter] [nicht dokumentiert]
5	[Ergänzungen]  [nicht dokumentiert]
5	[Ergänzung Umschlag] [nicht dokumentiert]
5	[Drucker] [nicht dokumentiert]
5	[Auftraggeber]  [nicht dokumentiert]
5	[Adressat Umschlag] [nicht dokumentiert]
5	[Adressat Beilage] [nicht dokumentiert]
5	[Abschrift] [nicht dokumentiert]
5	W. (Lackfabrikant) [Verfasser] [nicht dokumentiert]
5	Ulrich (Dipl.-Ing.) [Verfasser] [nicht dokumentiert]
5	R. [Lic. theol., Konsistorialrat u. Superintendant [nicht dokumentiert]
5	M. [Verfasser] [nicht dokumentiert]
5	Krzysztof (Arch.) [Verfasser] [nicht dokumentiert]
5	Johannes [Verfasser] [nicht dokumentiert]
5	Illustratorin
5	Hellmuth [Verfasser] [nicht dokumentiert]
5	Geannte Person
5	AuftraggeberIn
5	ArchitektIn
5	Adresssat
5	... von (Milit�r) [Schreiber] [nicht dokumentiert]
5	...  [Verfasser] [nicht dokumentiert]
5	...
5	(Baron) [nicht dokumentiert]
4	Übers.
4	vermutlich Zeichner
4	ub [nicht dokumentiert]
4	ph  [nicht dokumentiert]
4	k [nicht dokumentiert]
4	genantne Person
4	genannt Person
4	genannnte Person
4	genannet Person
4	genanne Person
4	de [nicht dokumentiert]
4	cvf [nicht dokumentiert]
4	b [Behandelte Person] [nicht dokumentiert]
4	[�bers.] [nicht dokumentiert]
4	[Übersetzer Theaterstück] [nicht dokumentiert]
4	[wirkl. Verfasser] [nicht dokumentiert]
4	[mutma�l. Opponent] [nicht dokumentiert]
4	[mutmasslich Notiz?] [nicht dokumentiert]
4	[Zus�tze] [nicht dokumentiert]
4	[Widmungsträger]  [nicht dokumentiert]
4	[Vermutlicher Adressat] [nicht dokumentiert]
4	[Verfasserin Notizzettel] [nicht dokumentiert]
