wert	haeufigkeit
Marschalck, Hartwich	2
Walther, Hans	2
Mascherell, Johann Wilhelm von	2
Mascherell, Johann Adolph von	2
Mauchenheim-Bechtolsheim, Georg Friedrich von	2
Mauchenheim-Bechtolsheim, Heinrich Ludwig von	2
Mauchenheim-Bechtolsheim, Johann Otto von	2
Mensshengen, ... von	2
Mercy-Argenteau, Jean de	2
Argenteau, Guillielmus d'	2
Esneux d'Argenteau, ...	2
Mering, Fritz von	2
Merle, Marie Anne de	2
Stach von Golzheim, ...	2
Merode, Conrad Scheiffardt von	2
Merode, Alexander von	2
Merode, Goswin Scheiffardt von	2
Merode-Houffalize, ...	2
Neuhaus, Heinrich	2
Merveldt, Hermann von	2
Mildenitz, Hans von	2
Milendonck, Johann von	2
Milendonck, Adolph von [vermutlich]	2
Milendonck, Adolph von	2
Milendonck, Maximilian von	2
Milendonck, Gotthart Kraft von [vermutlich]	2
Minckwitz, Hans von	2
Modersbach, Martin von	2
Monreal, Dietrich von	2
Monreal, Georg von	2
Monreal, Carl von	2
Moreau, H. de	2
Gundlach, ...	2
Mülman, Carl Friedrich von [vermutlich]	2
Münchhausen, Hans von	2
Münchow, Ventz von	2
Münchow, Carsten von	2
Münich, Heinrich	2
Münster, Catharina Elisabeth von	2
Strecker, ...	2
Muggenthal, Heinrich von	2
Muggenthal, Franz Maria von	2
Mumm, Jobst	2
Mumm, Walter	2
Mundolsheim, Philipp Johann von	2
Nagel, Jobst	2
Nanckenreuth, Valentin Philipp von	2
Nassau, Anna von	2
Nassau, Margarethe von	2
Nassau, Catharina von	2
Dietz, Elisabeth von	2
Dietz, Clara von	2
Neuenstein, Werner von	2
Neuenstein, Marie Sophie von	2
Neuhausen, Jacob von	2
Neuhoff, Stephan von	2
Plettenberg, Margarethe von	2
Neuneck, Wilhelm von	2
Nicolartz, Maria Catharina von	2
Kaltenthal, Barbara von	2
Nippenburg, Hans Christoph von	2
Nippenburg, Hans Dietrich von	2
Degenfeld, Hans Christoph von	2
Nyvenheim, Johann Gottfried von	2
Normann, Melchior von	2
Noyelles, Carl Emanuel de	2
Nulandt, Heinrich Melchior von	2
Obbershausen, Johann von	2
Odenberg, Eberhard von	2
Westerholt, Judith von	2
Oer, Burkhart von	2
Österreicher, Maria	2
Österreicher, Magdalena	2
Christel, Hans Georg	2
Oldenfliet, Zacharias	2
Oldenfliet, Andreas	2
Osberg, Georg von	2
Mark, Philipp von der (1548-1613) [vermutlich]	2
Diemer, Walpurga	2
Ostheim, Veit Ulrich von	2
Pahlen, Jacob von der	2
Paulschweyl, Heinrich von	2
Pelhaim, Johann Onopherus von	2
Pflaumern, Hieronymus von	2
Pleiningen, Georg Wilhelm	2
Pleiningen, ...	2
Pless, ...	2
Pogwisch, Benedict	2
Praun, Niclas	2
Preissing, Ulrich von	2
Preuschen, ...	2
Preysing, Johann Wilhelm Heinrich von	2
Limburg, Wilhelmine Sophie von	2
Quernheim, Hermann von	2
Quernheim, Jasper von	2
Pollweiler, Johann zu	2
Schaumburg, Wolf Christoph von	2
Kindsberg, Georg Wilhelm	2
Raigecourt, Bernard de (-1636)	2
Raigecourt, Antoine de	2
Rambstedt, Agnes Sophia von	2
Reichenkron, M. E. von	2
Ramin, Balthasar von	2
Streit, Johann Conrad	2
Ramin, Christoph von	2
Randow, Christian Ernst von	2
Randow, Gustav Ernst von	2
Randow, Catharina von	2
Zehmen, Christoph von	2
Davier, Volrath	2
Raschau, Beata Sabina von	2
Raspurg, Axel von [vermutlich]	2
Raspurg, Axel von	2
Raesfeld, Johann von (1492-1551)	2
Rathsamhausen, Marie Louise de	2
Ratzenberg, Franz Julius von	2
Rautenberg, Heinrich von	2
Rautenberg, Hans von	2
Schorlemmer, Caspar	2
Beckmann, Christian	2
Ratzenried, Jost von	2
Recke, Wennemar von der	2
Bennigsen, Adelheid Sibilla von (-1706)	2
Reinberg, Johann von	2
Remchingen, Ernst Friedrich von	2
Renesse, Adolf von	2
Rheden, Wulbrandt	2
Riancour, Andreas von	2
Riebe, Hasso	2
Riebe, Joachim	2
Riebe, Wulff Martin	2
Riebe, Heinrich	2
Genzkow, Joachim von	2
Fratz, Wulf	2
Riebe, Eva	2
Heyden, Joachim	2
Riederer, Hans Werner	2
Riepur, Carl von	2
Rietheim, Ferdinand von	2
Rietheim, Hans Friedrich von	2
Ritz, Caspar von	2
Rochauw, Samuel Friedrich von	2
Rocholfingen, Ludwig von	2
Rodenberg, Jan van	2
Rodenstein, Jörg Balthasar von	2
Rodenstein, Hans Friedrich von	2
Rodenstein, Hans Georg von	2
Rodenstein, Hans Wolf von	2
Rodenstein, Friedrich Neidhart von	2
Rodenstein, Hans zu	2
Roist von Weers, Johann Wilhelm	2
Röthlein, Franz Anton von	2
Romberg, Gisbert Wilhelm von	2
Rollingen, Franz Ernst von	2
Romrad, Wilhelm von	2
Knoblauch, Johann Dietrich	2
Schiffelbach, Heinrich Grammel zu	2
Rosenbach, Geiprecht von	2
Rosenbach, Johann Konrad	2
Rosenbach, Philipp Ludwig von	2
Stieber zu Rosenberg, Sebastian	2
Stieber zu Rosenberg, Sebastian [vermutlich]	2
Rosenhofen, Hans von	2
Rottenburg, Wolf Caspar von	2
Dürckheim, Chun Erbrecht von	2
Monges, Royere de	2
Roucel, Philippe de	2
Roumont, J. de	2
Rüdt von Collenberg-Bödigheim, Wolfgang	2
Zolner ufm Brandt, Gerhart	2
Wildenberg, Caspar	2
Rüdt von Bödigheim, Kunigund	2
Ruest, Hans Christoph von	2
Ruhmann, H.G. [vermutlich]	2
Bennigsen, Anna Catharina von [vermutlich]	2
Veit von Salzburg, Philipp Adam	2
Ebersberg, Wilhelm Rudoplh von	2
Rußwurm, ...	2
Herda, Paul Eduardt von	2
Cralach zu Salzungen, Wendel	2
Bottlar, Georg Bernhard von	2
Bottlar, Rudolf von	2
Hundt von Altenstein, Hans Heinrich	2
Hundt von Altenstein, Burkhard Georg	2
Hundt von Altenstein, Wolf	2
Herda, Ernst Christoph von	2
Reckrodt, Ernst Wilhelm von	2
Sändinger von Altentraunegg, Johann Cyprian	2
Saintignon-Netting, ...	2
Stockheim, Lippolt von	2
Ölemann, Johann	2
Salder, Jacob von	2
Salis, Hector Friedrich von	2
Saracourt, Philipp von	2
Schack von Schöpfer, Carl August	2
Neumer zu Ettmansdorf, Wilhelm	2
Sauerzapf zu Schönhofen, Wolf Heinrich	2
Schachten, Georg von	2
Schacke, Lorenz	2
Schacke, Hartrich	2
Schade, Otto	2
Schantz von Dullau, Friedrich	2
Cratz von Scharfenstein, Friedrich	2
Scharfenstein, Johann Constantin von	2
Schaumberg, Amalia Sabina von	2
Schauenberg, ...	2
Helmstatt, Johann Conrad von (-1677) [vermutlich]	2
Merlau, Hans Karl von	2
Schellart, Wilhelm von	2
Schellart, W. F. von	2
Schelle zu Polsing, Matthias	2
Schellenberg, Susanna von	2
Schellenberg, Hans Ulrich von	2
Schelm von und zu Bergen, ...	2
Schelver, J.	2
Wick, Serriana von der	2
Schenck, Heinrich	2
Schenck von Stauffenberg, Maria	2
Schenk von Stauffenberg, Sebastian	2
Schenck von und zu Symau, Hans Friedrich	2
Grumbach, Adam von	2
Hörde, Anna von	2
Schirnding, Christoph Heinrich von	2
Schleyen, Marie Sibille von	2
Schleyen, Anna Margaretha von	2
Schleyen, Ursula Agnes von	2
Schlichterer von Erfenstein, Philipp	2
Schlüsselfelder, Wilbaldt	2
Schlüsselfelder, Georg Wilhelm	2
Schmidt von Eysenberg, Johann Christoph	2
Schmidtburg,	2
Schönau, Hans Caspar von	2
Schönberg, Sebastian von	2
Schönberg, Hans Reichard von	2
Naves, Magdalena von	2
Schönberg, Hans Otto von	2
Sayn-Wittgenstein, Maria Wilhelmine von	2
Schoneck, Hans Georg Hürt von	2
Schorr von Hassell, Heinrich	2
Schorrenburg, ...	2
Schorrenburg, Franz Ernst Philipp von	2
Schreibersdorf, Christoph von	2
Pott, Andreas	2
Praunheim zu Lindheim, Christoph	2
Alttorf genannt Wollschlager, Heinrich	2
Bellersheim, Hans Dietrich von	2
Schütz von Holzhausen, Hans Wilhelm	2
Schuler zu Gertringen-Eningen, Conrad	2
Schutzbar-Milchling, Johann Conrad	2
Schwacher, Ernst von	2
Schwansbell, Caspar von	2
Schwansbell, Balthasar von	2
Schwansbell, Heidenreich von	2
Schweickhardt, Joseph von	2
Schwendi, Alexander von	2
Schweinesbein, Thomas Arnold zu	2
Castner, Hans Kürner	2
Kalhardt, Hans	2
Seckendorf, Hans Georg von	2
Wenckheim, Wolf Ernst von	2
Seckendorf, Martin von	2
Seckendorf, Philipp Ludwig von	2
Seckendorf, Christoph Sigmund von	2
Segesser von Brunegg, Beat Jacob	2
Seiboldsdorf, Damian von	2
Seiboldsdorf, Damian von [vermutlich]	2
Seyboldsdorf, Georg von	2
Seiffert, Johann	2
Selbitz, Valentin von	2
Sonnenberg, Johannes von	2
Spee, ...	2
Cramon, Maria von	2
Cramon, Carl von	2
Spessart, H. C. von	2
Spiegel zum Desenberg, Friedrich	2
Frentz zu Schlendern, Winand von	2
Spieß von Bobbenheim, Heinrich	2
Randerath zu Horrich, Johann von	2
Spitznas, Johann	2
Staël-Holstein, ...	2
Märker, Heinrich	2
Stain, Bernhard vom	2
Schliderer von Lachen, Wilhelm	2
Steckhoff, Melchior Besolt von	2
Steding, Henning [vermutlich]	2
Steding, Michael	2
Steding, Joachim	2
Stein, Peter von dem [vermutlich]	2
Stein, Henning	2
Stein, Christian Adam Ludwig von	2
Dhern, Philipp Wilhelm von	2
Steinkallenfels, Melchior von	2
Fuchs von Dornheim, Philipp Julius	2
Steinau, Conrad von	2
Steinau, Margaretha von	2
Steinberg, Jobst von	2
Hünecke, ...	2
Stein-Callenfels, Hans Heinrich von	2
Stein-Callenfels, Sara Elisabeth von	2
Stein-Callenfels, Anna Juliana von	2
Steinmetz, Maria Catharina von	2
Voss, Jacob	2
Staell, Henning	2
Stieber zu Buttenheim, Albrecht	2
Stieber zu Buttenheim, Hans Philipp	2
Stiegelmaier, Anna	2
Stockhausen, Hans Burchardt von	2
Stockheim, Johann von	2
Stommel, Edel von	2
Stotzingen, Hans Adam von	2
Stotzingen, Hans Martin von	2
Freyberg zu Achstett, Hans Georg	2
Hornstein, Bruno von und zu	2
Westerstetten, Eitel Friedrich von	2
Schellenberg, Wolfgang von	2
Wagner, Claus	2
Stauffenbeul, Johann	2
Streitberg, Dietrich von	2
Streitberg, Georg Ulrich von	2
Lüschwitz, Heinrich Gerhard von	2
Putschka, Veit	2
Stubick, Karl Joseph von	2
Sulzbach von Sarburg, Heinrich	2
Syberg, ...	2
Kielmannsegg, Heinrich Gottfried [vermutlich]	2
Syrgenstein, ...	2
Sybrandt, Thomas	2
Tann, Hans Melchior von der	2
Thüna, Anselm von	2
Thüngen, S. A. von	2
Thüngen, Carl von	2
Thüngen zu Wolfsmünster, Albrecht von	2
Thüngen, Johann Bernhardt von	2
Bussmar, Catharina von	2
Thüngen, Wolf Heinrich von	2
Thüngen, Sophia Eleonora von	2
Thumb von Neuburg, Conrad	2
Eltz, Johann Friedrich von	2
Tiesenhausen, Eucharius von	2
Tiesenhausen, Johann von	2
Tiesenhausen, Reinholt von	2
Rosen, Johann von	2
Schirstedt, Wolf von	2
Tondi, Vincent Bernardt von	2
Torek, Dietrich Adolph	2
Truchsess von Wetzhausen, Georg	2
Beuren, Beke von	2
Üxküll, Conrad	2
Üxküll, Jacob von	2
Ulner zu Dieburg, Hans Franz Bernhard	2
Usslar, Ludolph von	2
Vatronville, Françoise de	2
Velberg, Wolfgang von	2
Venningen, Maria von	2
Venningen, Johann Dietrich von	2
Venningen, Anna Magdalena von	2
Gemmingen-Guttenberg, Christoph von	2
Venningen, Johann Christoph von	2
Lemlin, Georg Valentin	2
Venningen, Philipp Erasmus von	2
Venningen, Eginolf von	2
Vercken, Heinrich von	2
Vercken, Philipp Heinrich von	2
Verdugo, Johann von	2
Ville de les Cherainne, Anne Marie	2
Cort de la Randiere, Marguerite Philipinne	2
Villenfagne, Aegidius Lambertus de	2
Viser, Josepha von	2
Voerst, Wilhelmina van	2
Vogt von Hunolstein, Ernst Ludwig	2
Voit von Rieneck, Heinrich	2
Voit von Rieneck, Titus	2
Vorburg, Elisabeth Catharina von	2
Vrints von Treuenfels, Johann Baptist	2
Wachenheim, Otto Nicolaus von	2
Wachenheim, ...	2
Wachtendonck, Gottfried von	2
Waldenburg, Maria Elisabth von	2
Waldenburg, Catharina Odalia von	2
Walldendorf, Johann Peter von	2
Waldenfels auf Lichtenberg, Hans Rudolph	2
Waldenheim, Friedrich Heinrich von	2
Waldhausen, Jost von	2
Wallbrun, Hans von	2
Wallbrun, Philipp Carl Cuno von	2
Wallbrun, Auguste von	2
Wallbrun, Johann Cuno von	2
Wallbrun, Barbara von	2
Walmerod, Anna von	2
Walmerod, Ferdinand von	2
Walsleben, Margaretha Elisabeth von	2
Walsleben, Hans Reimar Ehrentreich von [vermutlich]	2
Wendhausen, Christian Wilhelm [vermutlich]	2
Rüdigheim zu Rückingen, Conrad Quirin von	2
Wambach, Abraham von	2
Wangen, Christoph von	2
Degel von Wangen, ...	2
Wangenheim, Georg von [vermutlich]	2
Rotzmann von Dotzelroda, Johann Hannibal	2
Warberg, ...	2
Warberg, Anton zu	2
Warsberg, Franz Ludwig von	2
Warsberg, Walther von	2
Wedel, Melchior von	2
Wedel, Wolf von	2
Wedel, Dinniges von	2
Wedel, Georg von	2
Wedel, Hasse von	2
Wedel, Georg von [vermutlich]	2
Wedel, Caspar von	2
Wedel, Busso von	2
Wedel, Dubschlaff von	2
Borcke, Jost	2
Blanckensee, Büssow von	2
Widensehe, Philipp Friedrich von	2
Weingarten, Johann Philipp von	2
Weingarten, Philipp Christoph Franz von [vermutlich]	2
Weinberg, Franz	2
Weitershausen, Ernst Damian von	2
Welden, Conrad von	2
Welden, Michael von	2
Landenberg, Wolf von	2
Erckinger zu Rechberg, Hans	2
Breitschwert, Peter	2
Welser, Maria	2
Welser, Barbara Mattheus	2
Heinrich, Hans Herbert	2
Senffel, Georg	2
Seitz, Jeremias	2
Auman, Georg	2
Wense, Georg von der [vermutlich]	2
Werden, Ludwig von	2
Werdenau, Wilhelm von	2
Werdenau, Hans Georg von	2
Werdenstein, Heinrich von	2
Werder, Heinrich Emanuel von dem	2
Treuter, Johann Christoph	2
Westerfeldt, A. V. von	2
Westernach, Hans Eustachius von	2
Westernhagen, Thylo von	2
Westhoven, Adrian von	2
Westhoven, Jürgen von	2
Westphal, Raban	2
Brenke, Catharine von	2
Bruch, Jasper von	2
Meschede, Matthaeus von	2
Wettberg, Antonius von	2
Hörde, Raban Jobst von	2
Wetzel von Marsilien, Reinhold	2
Wichsenstein, Bernhard von	2
Wick, Christina von der	2
Wick, Anna Catharina von der	2
Wieck, Engelhardt von der	2
Wiesenthau, Anna von	2
Wichsenstein, Georg von	2
Wilderodt zum Deich, Robert	2
Wylich, Dietrich von	2
Wylich, Johann von	2
Wylich, Dietrich Adolph von	2
Schilling, Werner ... von	2
Wylich, ...	2
Wildberg, Adolph von	2
Wimpffen, H. von	2
Winckelhausen, Johann von	2
Winckler, Jacob Wilhelm [vermutlich]	2
Winnenberg und Beilstein, Cuno zu	2
Winnenburg und Beilstein, Philipp von	2
Winnenburg und Beilstein, Wilhelm	2
Wirt, Wilhelm von	2
Wirt, Franz von	2
Fleck, Wilhelm	2
Witzleben, Hans Adam von	2
Witzleben, Hans Rudolf von	2
Leyneck, Hans Wilhelm von	2
Wolff, Franz Wilhelm von	2
Wolffen, Hans von	2
Wolffen, Adam Werner von	2
Wolffskeel von Wetzburg, Hans	2
Wolfskeel, Philipp	2
Wolfskeel, Georg Sigmund	2
Wolgemuth von Muetburg, Stephan	2
Wonsheim, Irmgard von	2
Wurmb, ...	2
Wurmser von Schaffoltzheim, Georg	2
Yves, Joannes Jacobus d'	2
Zandt von Merl, Johann [vermutlich]	2
Zandt von Merle, Jacob	2
Zeller von Ettmannsdorf, Christoph Heinrich	2
Ziegenhirt, Johann Ferdinand August von	2
Zindt von Ventzingen, Friedrich	2
Zobel, Hans Georg	2
Zobel, Hans Ernst	2
Zobel, Heinrich	2
Zorba zu Pfedelbach, Christoph von	2
Zollner von Kirchschletten, Johann Philipp	2
Zorn von Bulach, Ludwig	2
Zorn von Bulach, Hans Georg	2
Zorn von Bulach, Claus Conrad	2
Offner, Jacob	2
Zorn von Bulach, Ferdinand	2
Zorn von Bulach, Franz Siegfried August	2
Hornberg, Wolf Dietrich von	2
Lüttichau, Heinrich von	2
Lüttichau, Titze von	2
Cracau, Adam von	2
Cracau, Hans von	2
Cracau, Richard von	2
Tschertitz, Reinold von	2
Salm-Dhaun, Claudine zu (1562-1632) [vermutlich]	2
Juliana (Salm-Dhaun, Wild- und Rheingräfin) (1565-1630)	2
Lueder, ...	2
Plank, ...	2
Agon de Lacontrie d'	2
Albignac, Philippe François Maurice d' (1775-1824)	2
Bongars, Jean Francois Marie de (1758-1833)	2
Klösterlein, Carl Friedrich von	2
Morio, Joseph Antoine (1771-1811)	2
Moulard	2
Depiéraz, Fanchette	2
Vasemskij, Petr	2
Baudissin, ...	2
Günther, Johann	2
Kikin, Ivan	2
Beaulieu, ...	2
Darchow, C.	2
Vojnov, Michail	2
Schulmann, Otto	2
Bonde, ...	2
Cres, ...	2
Wittorf, Joachim Werner von (1602-1656)	2
Löwenhaupt, Nils Julius von	2
Oxenstierna, Anna Isabelle	2
Hohenhausen, Fr. von [vermutlich]	2
Staël-Holstein, Johanna Maria von	2
Kastendiek, Eleonore	2
Levade, D.	2
Halder, L.	2
Buch, ...	2
Salis, L. von	2
Vinet, Sophie	2
Arnburg, Margaretha zu	2
Barner, Hans	2
Scharberger, ...	2
Ripperda, Elisabeth Mechteld (1600-1661) [vermutlich]	2
Ewald, Eduard	2
Weber, Dietrich	2
Schonebeck, Curt von	2
Schonebeck, Luder von	2
Cretzschmar, Friedrich von	2
Rencz, Benedict	2
Kisleben, Joachim Ernst von	2
Barnstorf, Hermann	2
Gauthoye, Franciscus de	2
Götz, Jobst Joachim von	2
Geyer von Osterburg, Maria Magdalena	2
Cohen, Abraham Herz (1746-1825)	2
Holzhauer	2
Waley	2
Hohnstein, ...	2
Kammerer, Johann Friedrich	2
Schlüter, Paul	2
Schmalhausen, Gottfried	2
Streckewald, Georg Friedrich	2
Wiggers, G. (-1837)	2
Wöring, B.	2
Molanus, Christoph Ludwig	2
Scharnhorst, Johann	2
Cropff, Johannes	2
Janus von Eberstadt, Bernhardina	2
Marx von Eckwersheim, Hans Jacob	2
Efferen, ... von	2
Egen, Hans Christoph von	2
Eckher, Christoph Georg	2
Klettenberg, Johann Erasmus von	2
Reventlow, Detloff	2
Edlenstetten, Abundus von	2
Bartholomei, Franz Stephan	2
Obolenskoy, Nicolas	2
Godin, Philipp	2
Benoît, ...	2
Picard, ...	2
Bagnèris, ...	2
Gromety, Jean-Joseph	2
Pückel, E. W.	2
Pallandt, J. W. von	2
Behre, ...	2
Chevallerie, G. F. de la	2
De Launay, ...	2
Quensell, H.	2
Fay de Rogers, ... de	2
Dieterichs, Heinrich	2
Barallo, Gabriel de	2
Laloux, Arnold	2
Derkhiem, J. M.	2
Riedeselin zu Bellersheim, Dorothea	2
Crohn, Hans Georg von	2
Rüppurr, Sebastian von	2
Schmiechen zu Wackerstein, Wolfgang von	2
Koch, Joseph	2
Servin	2
Brooks, ...	2
Staffel, ...	2
Rothschild, Louis	2
Montalbano, Girolamo	2
Müller, F. C.	2
Beurhaus, Friedrich von [vermutlich]	2
Terzi, Joseph Maria	2
Galloppi, Bartolomeo	2
Acland, ...	2
Rohde, Karl (1806-1873) [vermutlich]	2
Danninger, Anton	2
Hasse, J. M.	2
Osthaus, Wilhelm	2
Niemeyer, W.	2
Kinberger, J.	2
Berchelmann, F. J.	2
Weinhagen, Fr. [vermutlich]	2
Schlüter, H. C. F.	2
Mühlen, P. zur	2
Meinders, Ernest	2
Noortwyck, Adrianus	2
Meier, Karl August	2
Schultze, Friedrich Carl	2
Meisbach, Leopold	2
Götze, Johannes Nikolaus	2
Gössel, Georg Ernst	2
Krüger, Friedrich Konrad [vermutlich]	2
Heydenreich, August	2
Asbrand, Carl Philipp Burchard	2
Feyerabend, Georg Friedrich	2
Niemeyer, Ludwig Christian Heinrich	2
Mayn, Wilhelm	2
Everken, Anton	2
Dyckhoff, Matthias Sigismund	2
Wille, Friedrich Adolph von	2
Vermeer, Leonhard Friedrich	2
Heyde, A. zur	2
Kempf, J. E.	2
Schenk, Karl August	2
Luchs, ...	2
Liliencron, Andreas Ernst Christian	2
Hübner, Joachim Ludwig Gottlieb	2
Plate, F. A. F.	2
Weichsel, ...	2
Heun, Karl Gottlieb Samuel	2
Brodelet, Alexandre Jean Joseph	2
Curtius, Johann Friedrich Wilhelm	2
Kerssenbruch, Ernst von	2
Bothmer, Christian Ludwig von	2
Hahn, Ch.	2
Banias, Samuel	2
Kisch, Michael	2
Araner, ...	2
Zwilling, ...	2
Neudherr, Samuel	2
Zwaring, Michael	2
Zabrik, Daniel	2
Galovits, Paul	2
Rerray, Johann	2
Bakay, Paul	2
Tarbler, Andreas	2
Putz, Matthias	2
Schneller, Ludwig	2
Lipp, J.	2
Lembke, C. J.	2
Hesse, H. L.	2
Schmertau, E. H.	2
Behn, Heinrich	2
Wibel, T. H.	2
Langheim, ...	2
Lübbers, C. J.	2
Frahn, L. C. J.	2
Fabricius, Eduard	2
Fabricius, T. B.	2
Stern, August Wilhelm	2
Valentiner, Christian August	2
Piening, ...	2
Hardenberg, C. L.	2
Beer, A. C.	2
Gether, C. D.	2
Drapal, J. G.	2
Brechtel, ...	2
Kämpf, Friedrich Gustav	2
Fiedler, Andreas	2
Heise, Johann David	2
Holtzhausen, Johannes Dietrich	2
Meyer, Ernst Christian	2
Rehtmeyer, Ludwig Heinrich	2
Söchting, Johann Heinrich	2
Stisser, J. G.	2
Babers, E. von	2
Fronarin, ...	2
Lachner, N.	2
Schwers, Arndt	2
Anderten, ...	2
Heinisch, Karl Anton	2
Riemenschneider, Heinrich	2
Henze, Carl	2
Ulfert	2
Duclos, ...	2
Detmold, Heinrich	2
Eggers, Carl August	2
Hartmann, Theodor Philipp	2
Kannengießer, ...	2
Reinecke, Christian Ludwig Philipp	2
Vez, ...	2
Hammerstein, Marie von	2
Windheim, Johann Philipp von	2
Breidenbach, Georg Heinrich von	2
Schletter, Isidore von	2
Häntsch, ...	2
Erxleben, S. J.	2
Ribbentrop, Agnes	2
Gruner, Alfred	2
Thym, Johannes	2
Thym, Ida	2
Gruner-His, ...	2
Löwenstein-Wertheim, Carl Ludwig von	2
Löwenstein-Wertheim, Wilhelm  Heinrich von	2
Mayer, Henry	2
Meyer, Johann Georg Wilhelm [vermutlich]	2
Minden, Elisabeth	2
Nonnen	2
Ohms, Ferdinand Ritter von	2
Pabst, C.	2
Schulze-Gaevernitz, Luise von	2
Slade, John	2
Voss, Elisabeth	2
Kobert, E.	2
Drost, Johann Daniel	2
Anderten, Gustav Arnold [vermutlich]	2
Lampe, Barthold	2
Wiese, L. [vermutlich]	2
Derfflinger, Georg von	2
Friedrich Heinrich (Fürst v. Nassau-Oranien, reg.1625-1647)	2
Leslie, Walther (Graf) (1607-1667)	2
Starhemberg, Ernst Rüdiger von (1638-1701)	2
Tschernyschew, Sachar (1722-1784)	2
Beer, F.	2
Cogniet, Léon	2
Schild, Erich	2
Brendicke, H.	2
Gagg, Gebhard (1838-1921)	2
Severini	2
Bridault	2
Prumier, Ange-Conrad (1820-1884)	2
Parth	2
Seiden, A. R.	2
Engelmann-Bia, Marie	2
Wolter, Charlotte (Schauspielerin)	2
Larisch	2
Maxim, Hiram Percy	2
Mignet, Auguste Francoise Alexis	2
Mikkelsen, Ejnar	2
Paulsen, Friedrich	2
Schnitter, Wilhelm (1802-1887)	2
Septier, Armand	2
Castanon, Andres	2
Lefebvre, ...	2
Pasques, ...	2
Maier, C. [vermutlich]	2
Geitner, Carl Eduard	2
Keitz, Theodor	2
Tillard, Léon	2
Kerndt, Th.	2
Hedenborg, J.	2
Kessler, Karl Christian Gottlieb	2
Demante, Gabriel	2
Blochmann, Heinrich	2
Possner, Gustav	2
Schanz, Oskar	2
Teucher, Gustav	2
Oehmichen, Ernst Friedrich Wilhelm	2
Forberger, Karl	2
Haack, Oscar	2
Freytag, ...	2
Gaggiotti, Angelino	2
Furia, Petrus del	2
Rust, Karl Ludwig	2
Thierfelder, ...	2
Rößler, Julius	2
Weidauer, Friedrich	2
Laferriere, Edouard	2
Schleissner, Philipp	2
Breve	2
Hänel, Georg	2
Benseler, Gustav	2
Porro, Julius	2
Beer, Karl August (1825-1894)	2
