wert	haeufigkeit
Haus India (Bad Kissingen)	1
Institut für Reichs- und Landes- Staats- und Verwaltungsrecht (München)	1
Storch-Verlag (Reutlingen)	1
Deutsche Evangelische Theologengesellschaft (Berlin)	1
Evangelische Kirchengemeinde (Bergenhusen, Kr. Schleswig)	1
Vereinigung am Reisebuch interessierter Verleger (Berlin)	1
Weltbund der Kulturträger (Leipzig)	1
Zemska Banka (Prag)	1
Der Akademische Ausschuß für Leibesübungen	1
Casa Editrice A. Corticelli (Mailand)	1
Harper & Brothers Verlag	1
Haupt-Postamt (Mailand)	1
Buchhandlung Conrad Kloss (Hamburg)	1
Hotel Marienbad (München)	1
Librarie Franz V. Mühldorf (Cernauti)	1
Heidelberg / Städtischer Steueramt	1
Sanatorium Taubertal (Bad Mergentheim)	1
Vereinigung der niederrheinisch-westfälischen Arbeitgeberverbände (Düsseldorf)	1
Interessengemeinschaft Gläubigerhilfe GmbH (Frankfurt, Main)	1
Zentrale der Grenzmarkbüchereien (Schneidemühl)	1
Zentralleitung für Wohltätigkeit in Württemberg, Stuttgart	1
Stiftung für Opfer der Arbeit (Berlin)	1
Hotel Bayrischer Hof (München)	1
Deutsch-Akademischer Klub (Genf)	1
Deutschland (Deutsches Reich) / Fernsprechbuchstelle (Berlin)	1
Postanstalt (Marburg)	1
Pension Griesebach (Berlin)	1
Handlager (Tübingen)	1
Hausbesitzerverein (Tübingen)	1
Postanstalt (Leipzig)	1
Institut für wirtschaftliche Raumforschung (Rostock)	1
KREMO - Kredit-Mobiliar-Ges.mbH (Osnabrück)	1
Nationalsozialistische Deutsche Arbeiterpartei / Landesleitung Österreich (München)	1
A. Pabst Buchdruckerei und Verlag (Königsbrück)	1
Verlag Wacht im Osten (Zoppot)	1
Weltbuchhandel GmbH (Leipzig)	1
Deutsches Gewerbehaus Aktiengesellschaft (Berlin)	1
Georg & Co. (Genf) (Buchhandlung)	1
Mercedes Büromaschinen (Berlin)	1
Deutsches Reich / Reichskommissar für Preisüberwachung (Berlin)	1
Deutschland (Deutsches Reich) / Reichsverband deutscher Schriftsteller (Berlin)	1
Reich und Länder (Zeitschrift)	1
Satowsche Buchhandlung (Gotha)	1
Friedrich Voll / Installation von Licht-, Kraft- u. Schwachstrom-Anlagen (Berlin)	1
Bangert GmbH Export- und Verlagsbuchhandlung (Hamburg)	1
Café Bechtle (Tübingen)	1
Universität (Berlin) / Institut für Ackerbau und Landbaupolitik	1
Karl Block Buchhandlung (Berlin)	1
Universität (Braunsberg, Ostpreussen)	1
H. Dallmeyer Buchhandlung (Greifswald)	1
Deutsche Justiz (Zeitschrift)	1
Universität (Düsseldorf)	1
Fritzsche-Hager A.G.	1
Württemberg / Gerichtskasse (Tübingen)	1
Luca Gräfe Kommanditgesellschaft (Hamburg)	1
Kunsthaus Hans Gutacker (Bonn, Rhein)	1
Oberlandesgerichtspräsident (Hamm)	1
Oberlandesgerichtspräsident (Jena)	1
Oberlandesgerichtspräsident (Kassel)	1
Universität (Königsberg/Pr.)	1
Firma August Lauterborn (Ludwigshafen)	1
Postanstalt (Berlin-Zehlendorf)	1
Postanstalt (Königsberg, Preußen)	1
Cecil Palmer (London)	1
Deutsche philosophische Gesellschaft / Ortsgruppe (Berlin)	1
Institut für Weltwirtschaft (Kiel) / Quästur	1
Universität (Bonn) / Rechts- und Staatswissenschaftliche Fakultät/ Dekan	1
Deutsche Arbeitsfront / Reichsbetriebsgemeinschaft (17) / Kreis Tübingen	1
Review of Economic Statistics (Zeitschrift)	1
Universität (Rostock) / Sekretariat	1
Stadtgemeinde Tübingen (Tübingen)	1
Ullmann, F. von (München)	1
Ungarisches Wirtschaftsjahrbuch (Budapest)	1
Wirtschaftsrat der Universität Latvija (Riga)	1
Hotel Wolf (München)	1
Zivilsenat des Oberlandesgerichts Stuttgart (Stuttgart)	1
Librairie Berger-Levrault (Nancy)	1
Gad's Boghandel (Kopenhagen)	1
Deutsche Arbeitsfront (Würzburg) / Gau Mainfranken	1
Heeresverpflegungsamt (Tübingen)	1
Deutschland (Deutsches Reich) / Kreissteueramt (Wandsbek)	1
Obertüschen's Buchhandlung	1
Postsparkasse (Warschau)	1
Wüttemberg / Steueramt (Tübingen)	1
Universität (Coimbra)	1
Postanstalt (Münster, Westfalen)	1
Buchdruckerei Karl Haas (Sulz, Neckar)	1
Universität (Hamburg) / Seminar für Soziologie	1
Ree Laszlo Könyvkiado es Terjesztövallalat (Budapest)	1
Pressepolitisches Amt des Reichspressechefs der NSDAP (Berlin)	1
Reichskirchenausschuß (Berlin-Charlottenburg)	1
Secretariat du Convent du Saulchoir (Kain)	1
Stuttgarter Export-Musterschau (Stutgart)	1
Towarzystwo Ekonomistow i Statystkow Polskich (Warszawa)	1
Universität (Tübingen) / Universitätsrat	1
Auslandschweizer-Werk der neuen Helvetischen Gesellschaft	1
Devisenstelle (Stuttgart)	1
Ausschuß Preise der deutschen Zeitschriften und Bücher	1
Werner Neumann-Bensel Kommissionsbuchhandlung (Berlin)	1
Rolf Roelin Werbegestaltung (Bremen)	1
Ferd. Beyer's Buchhandlung (Königsberg, Preussen)	1
Branner og Korchs Forlag (Kobenhavn)	1
Deutscher Betriebswirtschafter-Tag (1; 1939; Berlin, Stuttgart)	1
Deutschland (Deutsches Reich) / Gesandtschaft (Riga)	1
Rudolf Heublein Exportbuchhandlung (Leipzig)	1
Wilhelm Hoffmann's Hofbuchhandlung (Weimar)	1
Postanstalt (Gießen)	1
Hotel Neue Krone (Mittelberg)	1
Institut für angewandte Wirtschaftswissenschaft / Wirtschaftspraktikanten-Amt (München)	1
Lutz Knieling K. G. (Berlin)	1
Reichskulturkammer / Landeskulturwalter Gau Württemberg-Hohenzollern / Landesleiter für Schrifttum / Landesobmann des Buchhandels	1
Postanstalt (Ermsleben)	1
Reisebüro Rominger (Stuttgart)	1
Wollermann & Bodenstab Buchhandlung (Braunschweig)	1
Hotel Erzherzog Karl (Wien)	1
Krupp, Friedrich (Firma)	1
Seiler & Co. Bankgeschäft (München)	1
Deutsche Reichspost (Deutschland, Deutsches Reich) / Telegraphenbauamt (Tübingen)	1
Geber Verlag (Stockholm)	1
Deutschland (Deutsches Reich) / Rüstungskommando (Ulm)	1
Wehrersatz-Inspektion (Ulm, Donau)	1
Wiking-Verlag (Berlin)	1
Kraftfahrzeug-Beschaffungs-Kommission (Ulm, Donau)	1
Imprimerie Curial-Archereau (Paris)	1
Heidelberg / Notariat III	1
Suisse / Consulat General (Lima)	1
Moneda y Crédito (Zeitschrift)	1
Wochenend-Verlag (Köln)	1
Nationalsozialistische Deutsche Arbeiterpartei, Gauleitung Württenberg-Hohezollern	1
Nationalsozialistische Deutsche Arbeiterpartei / Kreisleitung (Tübingen)	1
"Uitgeverij ""Volk en Bodem"" (Den Haag)"	1
Deutsche Buch-Agentur Heinrich Gruber ( Berlin)	1
Ensayos y Estudios / Revista bimestral de Cultura y Filosofia (Zeitschrift)	1
Export-Arbeitsgemeinschaft des deutschen Buch- und Zeitschriftenhandels (Leipzig)	1
Libraire-Editeur P. Lethielleux (Paris)	1
Nederlandsche National-Socialistische Uitgeverij - Nenansu (Utrecht)	1
L. J. Veen's Uitgevers Mij. N. V. (Amsterdam)	1
Publications control O 6871st Discc APO 758 (Stuttgart)	1
Deutsche Bibliothek  Verlag (Berlin)	1
Gouvernement Egyptien / Ministere de L'Instruction Publique (Geneve)	1
Fachvereinigung Schrotthandel und Schrottbetriebe e. V. (Düsseldorf)	1
Lindau / Kreispräsident	1
Mark Brandenburg / Provinzialverwaltung (Potsdam) / Präsident	1
Mecklenburg-Vorpommern / Präsident (Schwerin)	1
Oberstes Finanzgerichtshof (München)	1
Oberlandesgericht (Gera)	1
Oberlandesgericht (Halle, Saale)	1
Oberlandesgericht (Neustadt, Haardt)	1
Oberlandesgericht (Potsdam)	1
Oberlandesgericht (Tübingen)	1
Oberlandesgericht (Schwerin)	1
Heinrich F. Pohnke / Ausgabestelle des Hamburger Gesetz- und Verordnungsblattes (Hamburg)	1
Literarisches Korrespondenz-Büro Wegner (Hamburg)	1
Deutschland (Gebiet unter Alliierter Besatzung, Amerikanische Zone) / Spruchkammer II Marburg	1
Evangelische Kirche in Deutschland / Rat	1
Instituto Universitario Orientale (Napoli)	1
Vita Nuova-Verlag	1
Weha Waren-Einkaufs- und Handelsgesellschaft	1
Württemberg-Hohenzollern / Aussenhandelsamt (Tübingen)	1
Württemberg-Hohenzollern / Fachvereinigung Druck für das Französisch Besetzte Gebiet (Tübingen)	1
Guanda, Ugo Verlag	1
Igonta-Verlag	1
Casa Tamaro (Ascona)	1
Staatliche Akademie für Verwaltungswissenschaften (Speyer)	1
Arbeitsgemeinschaft der Schulbuchverleger in der Französisch Besetzten Zone (Freiburg, Breisgau)	1
Association Press (New York)	1
Goethe-Ausstellung (Bielefeld)	1
Central European Press & Literary Agency inc. (New York)	1
Civil Information & Education GHQ (Tokyo)	1
Deutsche Psychologisch-Philosophische Gesellschaft (Weilheim)	1
Literaturkommission (Genf)	1
Veredelungs-Wirtschaft GmbH (Stuttgart ; Hamburg)	1
De Gids (Zeitschrift)	1
Interessengemeinschaft der Zeitschriftenverleger der französischen Zone (Baden-Baden)	1
Friedhofsverwaltung Südfriedhof (Kiel)	1
Hans Küster Verlagsbuchhandlung (Essen)	1
Manu Verlag GmbH	1
Rhein-Westfälischer Verleger- und Buchhändlerverband	1
A. Rutgers-Naarden	1
Universität (Hamburg) / Seminar für Handels- Schifffahrtsrecht	1
Württemberg-Hohenzollern / Staatskanzlei (Tübingen)	1
SUMMA (Zeitschrift)	1
Tübinger Verlagshaus	1
Asia Press (New York)	1
Die Christenlehre (Berlin)	1
Deutsche GCLO-Betreuungsgemeinschaft e.V.	1
G. E. GAD's Forlag	1
Gleerup, C. W. K. (Verlagsbuchhandlung)	1
Hafermann & Jaschke	1
Hochschule für Arbeit, Politik und Wirtschaft (Wilhelmshaven)	1
Instituut voor Sociale Wetenschappen N.V.	1
Internationale Presse-Agenturen	1
Kommunalschriften-Verlag J. Jehle (München) (Berlin)	1
Tübingen, Akademische Verbindung Igel	1
Vereinigung von Freunden der Technischen Hochschule Stuttgart	1
Weltwirtschaftliches Institut (Kiel)	1
L. Werner Buchhandlung und Antiquariat / Architektur u. Kunst (München)	1
Presidenza Della Repubblica Italiana (Rom)	1
Christliches Wohlfahrtswerk / Das Jugenddorf (Stuttgart-Weilimdorf)	1
Gemeinschaftswerk der evangelisch-kirchlichen Presse (Göttingen)	1
Education and Cultural / Relations Divisions (Frankfurt a.M.)	1
Gesellschaft für Sozialforschung e.V. (Frankfurt a.M.)	1
Hessen / Landes- und Hochschul-Bibliothek (Darmstadt)	1
Kongress für Internationale Wissenschaftsgeschichte (Bremen)	1
Verlag Misuzushobo (Tokyo)	1
Bureau de Poste d'(Istanbul)	1
Deutscher Forschungsrat / wissenschaftliche Gesellschaft des DFR-Beirates	1
Deutscher Forschungsrat / technisch-wissenschaftliche Gesellschaft des DFR-Beirates	1
Editora Agir (Rio de Janeiro)	1
Internationale Gesellschaft für Christlichen Aufbau	1
Michaelshof-Stiftung (Heidelberg)	1
Sylvan Press limited (London)	1
Deutschland (Bundesrepublik Deutschland) / Wohnungsbauministerium (Bonn)	1
Zeitschrift für Verkehrssicherheit (Tübingen)	1
Bund der Steuerzahler	1
Elbemühl Papierfabriken und Graphische Industrie AG (Wien)	1
Der Generalstaatsanwalt (Koblenz)	1
Polizeidirektion Koblenz - Pressestelle	1
Instituut Voor Aanvullend Middelbaar Onderwijs (Eindhoven)	1
Schwarzbold´s Philologische Handkartei (Bonn)	1
Die Betriebswirtschaft (Zeitschrift) (1930-)	1
Ahmadiyya-Mission des Islams	1
Tübingen / Amt für öffentliche Ordnung	1
Haupt, Paul Verlag	1
Buchhandlung Hans Raunhardt (Zürich)	1
Bishop College	1
Johann Wolfgang Goethe-Universität (Frankfurt, Main) / Institut für Wirtschaftswissenschaft	1
Die Evangelische Kirche der altpreußischen Union (Berlin) / Bibliothek	1
Institut Belge de Droit (Bruxelles) (1908-)	1
Wirtschaft und Wettbewerb (Zeitschrift) (1951-)	1
The American Law Institute (Montreal, Canada)	1
International Academy of Comparative Law (Paris)	1
Academie Internationale de droit (Paris)	1
Università degli Studi (Pisa)	1
Landesverkehrswacht Baden-Württemberg	1
Kobenhavns Politi	1
Danish Copyright Corporation (Kopenhagen)	1
F. L. E. Elfers (Buenos Aires)	1
Parkhotel Haarlass (Heidelberg)	1
Éditions Pierre Horay	1
Soviet Economics Study Group (Washington)	1
Verlag Paul Kaltschmid (Wien)	1
Landesverwaltungsgericht (Düsseldorf)	1
Pales Press Company Limited (Tel-Aviv)	1
Vantage Press Inc. (New York)	1
Dominique Wapler Editeur (Paris)	1
Louisiana Law Review (Zeitschrift)	1
Universität (Frankfurt, Main) / Juristisches Seminar	1
Evangelisches Pfarramt (Ludwigskirche)	1
Faith Henry (London)	1
Universität (München) / Mittel- und Neugriechisches Seminar	1
Einwohnermeldeamt (Freilassing)	1
Gesellschaft der Freunde und Förderer des Hamburgischen Welt-Wirtschafts-Archiv (Hamburg)	1
Case Western Reserve University / School of Law (Cleveland, Ohio)	1
Landgericht Tübingen/ Kammer für Handelssachen (Tübingen)	1
American Express	1
Der Arbeitgeber (Zeitschrift)	1
Cohen & West Ltd. Publishers (London)	1
Elek Books Ltd. (London)	1
Gesellschaft für internationale Sprache (Flensburg)	1
Serampore College (Indian Journal of Theology)	1
Editorial Jano	1
Rhein-Ruhr Bank AG (Bonn)	1
Rheinland-Pfalz/ Ministerium der Justiz	1
Oberjustizkasse (Düsseldorf)	1
Editions de Paris (Société d'éditions littéraires)	1
Pressestelle des Bundesverfassungsgerichts (Karlsruhe)	1
Walhalla u. Praetoria Verlag (München)	1
Washington Cathedral / College of Preachers	1
Grundriss des Verwaltungsrechts (Zeitschrift)	1
Philipps-Universität (Marburg, Lahn) / Soziologisches Seminar	1
Handbuch der Kirchengeschichte (Sammelwerk)	1
Hand- und Schulbücher auf dem Gebiet der Wirtschaftswissenschaften (Sammelwerk)	1
List Institut / Forschungsstelle der Listgesellschaft für intereuropäische Wirtschaftsfragen	1
Loomis-Sayles-&-Company (Boston, Massachusetts)	1
Acker-Buchhandlung Johannes Hilgenstock (Berlin)	1
Friendship Press Publishing House (New York)	1
Kirschbaum Verlag (Bielefeld)	1
Editorial Nuova Vision (Buenos Aires)	1
Rüstzeitenheim der ev. Kirche in Hessen und Nassau	1
Kantonales Arbeitsamt (Basel)	1
Arbeitsgemeinschaft der Schweizerischen Evangelischen Verleger	1
Archiv Orientalni (Praha)	1
Canadian Journal of Theology (Zeitschrift)	1
Evangelischer Bund / Hauptverein für das Großherzogtum Hessen	1
University (Chicago) / The federated theological faculty	1
Französische Botschaft (Mainz)	1
Imprimeries Réunies (Valence)	1
Lutherische Rundschau (Zeitschrift)	1
Nederlandsch Economisch Institut (Rotterdam)	1
Nordisk Vareagentur (København)	1
Philosophisch-Theologische Hochschule Sankt Georgen (Frankfurt, Main)	1
Rudolf Thalhammer Verlag und Druckerei (Frankfurt, Main)	1
United Hebrew Book Publishers of Israel (Tel Aviv)	1
Welt-Kinderspiegel (Zeitschrift)	1
Hauswirtschaftliches Institut (München)	1
Evangelisches Studentenpfarramt (Mannheim)	1
Ambasade de France (Bonn)	1
Archives of Criminal Psychodynamics (Washington)	1
Archivio Penale (Roma)	1
Botschaft der Bundesrepublik Deutschland (Quito)	1
The Christian Scholar (New YorK)	1
Evangelisches Studienhaus (Münster)	1
Few & Kester Solicitors (Camebridge)	1
Editions Labor et Fides	1
Schleswig-Holstein / Landesbezirkskasse (Kiel)	1
Lumière et Vie (Lyon)	1
R. Müllerschön Verlag (Bad Cannstatt)	1
Österreich / Nachlassgericht (Wien)	1
Prentice-Hall International Inc. (London)	1
University of Virginia (Charlottesville) / Alderman Library	1
Universität (Tübingen) / Politisches Seminar	1
Akademische Vereinigung für Aussenpolitik (Wien)	1
Editorial El Ateneo (Mexico)	1
Evangelisch-Lutherische Gesamtkirchenverwaltung (Hof)	1
Feffer and Simons (New York)	1
Finanzamt (Bonn, Stadt)	1
Georg Kober Buchhandlung (Mannheim)	1
Verlag Kommentator GmbH (Frankfurt, Main)	1
Handelskunde-Verlag W. Kurz & Co. (Heerbrugg)	1
Rheinland-Pfalz / Oberjustizkasse (Koblenz)	1
Verein zur Förderung des Instituts für Energierecht an der Universität Bonn (Frankfurt a. M.)	1
Annuaire francais de droit international (Paris)	1
Bergfreiheit Zeitschrift für den Deutschen Bergbau (Essen)	1
Geoffrey Cumberlege Publisher (London)	1
Darmstädter Juristische Gesellschaft (Darmstadt)	1
Evangelische Religionslehrer an der Berufschule (Münster, Westfalen)	1
The Free Press	1
Gesundheitspolitik (Zeitschrift)	1
Göttinger Verlagsanstalt	1
Universität (Rostock) / Praktisch-theologisches Institut	1
The Interpreters Dictionary of the Bible (Oberlin, Ohio)	1
Carl Machwirth Buchbinderei (Alzey)	1
Buchhandlung Josef Neuefeind (Passau)	1
Südwürttemberg-Hohenzollern, Regierungspräsidium	1
Uitgeverij Erven J. Bijleveld (Utrecht)	1
Ediciones Zeus (Barcelona)	1
Johannes Gutenberg Universität (Mainz) / Institut für Rechts- und Verfassungsgeschichte	1
Institut für ausländisches und internationales Privatrecht (Frankfurt, Main)	1
Weiss, Universitätsbuchhandlung	1
Aguilar Verlag	1
Aktiebolaget Akademiförlages - Gumperts (Göteborg)	1
Internationale Buchmesse (Belgrad)	1
Berliner Missionshilfe	1
Baden-Baden / Nachlassgericht (Achern)	1
Dunod Éditeur (Paris)	1
Freie Universität (Berlin) / Philosophisches Seminar	1
Deutschland (Bundesrepublik) / Generalkonsulat (Sydney)	1
Glarner Nachrichten (Glarus)	1
Supreme Court of India (New Delhi)	1
Editorial Huemul (Buenos Aires)	1
ILITA - Internationaal literairen toneelagentschap (Gent)	1
Universität (Marburg) / Institut für öffentliches Recht	1
Baden-Württemberg / Landesarbeitsamt (Stuttgart)	1
Michigan State University Oakland (Rochester, Michigan)	1
Baden-Württemberg / Ministerium für Ernährung, Landwirtschaft, Weinbau und Forsten (Stuttgart)	1
Montaner y Simón S. A. Editores (Barcelona)	1
Niemeyer Verlag (Tübingen)	1
Revista de Economia y Estudistica (Córdoba)	1
A. Schubiger & Co. A.G. Sanitätsgeschäft (Luzern)	1
Theater der Zeit/ Redaktion	1
Theology Digest (Zeitschrift)	1
University of California, Riverside, The General Library	1
Technische Hochschule (München) / Institut für Agrarpolitik uns landwirtschaftliches Marktwesen	1
Institut für Politische Wissenschaft (Erlangen) / Gerlach-Archiv	1
Arbeitsstelle für Sozialpolitische Forschung (Köln)	1
Chile Hilfswerk e. V. (Kiel)	1
Ekonomisk Tidskrift (Stockholm)	1
Emil-Wolf-Haus / Studentenwohnheim der Universität (Hamburg)	1
Evangelischer Informations- und Nachrichtendienst (Düsseldorf)	1
Deutsche Gesellschaft für Auswärtige Politik / Forschungsinstitut	1
Handelsbanken (Aarhus)	1
F. G. Hanke Beratungsdienste (Wien)	1
Inn-Verlag (Innsbruck)	1
Bibliothèque des Fontaines	1
Kreiskirchenverband (Wittingen) / Kirchliches Rentamt	1
Lindner AG Literarische Agentur (Zürich)	1
I. R. Maxwell & Co. Ltd. International University and Industrial Booksellers (London)	1
Poul Milhøj Verlag (Kopenhagen)	1
The Mission Press (Moorleigh)	1
Akademie der Wissenschaften (Göttingen, u. a.) / Patristische Kommission	1
Pharos Verlag Hansrudolf Schwabe AG (Basel)	1
Editorial Revista de Derecho Privado (Caracas)	1
Scherell & Mundt / Fachbuchhandlung für Rechts- und Wirtschaftswissenschaften (Mainz)	1
Tijdschrift voor Theologie (Zeitschrift)	1
Universitätsforlaget (Aarhus)	1
Antonio Vallardi Editore (Milano)	1
Verlag der Spitalverwaltung (Überlingen)	1
Zeitschrift Für Sozialpolitik (Köln)	1
Uitgeverij Helmond (Helmond)	1
Muhlenberg College, John A. W. Haas Library	1
Almukhtar Ltd. (Karachi)	1
Staatliche Höhere Wirtschaftsfachschule (Siegen.Westf.) / ASTA	1
Micro Photo Inc. (Cleveland, Ohio)	1
Institut für Betriebsführung e. V. (Berlin)	1
Blindenwerkstätte (Bonn)	1
Business Publication Limited (London)	1
Evangelisches Gemeindeblatt Für Württemberg (Stuttgart)	1
Evangelische Pressestelle (Bethel)	1
Buchhandlung Gertrud Gürsching (München)	1
Hamikra (Tel-Aviv)	1
Institut für Markt- und Werbe-Information (Düsseldorf)	1
Abtei (Maria Laach)	1
C.W. Leske Verlag	1
Universität (Giessen) / Seminar für Wissenschaft von der Politik	1
Stiftung zur Förderung der wissenschaftlichen Forschung (Köln)	1
The First Baptist Church (Phoenix, Ariz.)	1
Westpreußen Jahrbuch (Münster, Westfalen)	1
A. Reiff & Cie. Buchdruckerei (Offenburg)	1
Universität (Münster, Westfalen) / Institut für Betriebsanalysen	1
John Bulow Campbell Library (Decatur, Georgia)	1
Amphoto / American Photographic Book Publishing Co., Inc. (New York, N. Y.)	1
Kuratorium Carl J. Burckhardt (Vinzel)	1
Vermessungsbüro Heinz Helle (Tübingen)	1
Foto-Werkstatt Hugo Kocher (Tübingen)	1
Tutzing / Standesamt	1
Justizblatt des Saarlandes (Zeitschrift)	1
Treuhandgesellschaft für Entwicklungsarbeiten in der Industrie mbH (Düsseldorf) / Fachgebiet Textil	1
Bokförlaget Forum AB (Stockholm)	1
Etudes De Science Politique (Lausanne)	1
Denise Botto Willem (Genova)	1
Livraria Buchholz (Lisboa)	1
Casa Di Carita Arti e Mestieri (Torino)	1
